id,emotion
270,0
271,5
272,3
273,2
274,4
275,5
276,3
277,4
278,4
279,4
280,3
281,3
282,2
283,3
284,0
285,2
286,0
287,3
288,3
289,5
290,5
291,2
292,0
293,5
294,4
295,0
296,5
297,3
298,5
299,4
300,1
301,4
302,3
303,3
304,1
305,3
306,5
307,2
308,0
309,1
310,1
311,0
312,3
313,4
314,5
315,5
316,3
317,5
318,3
319,4
320,5
321,1
322,2
323,1
324,3
325,2
326,1
327,4
328,0
329,4
330,2
331,2
332,0
333,3
334,4
335,2
336,0
337,3
338,2
339,4
340,2
341,2
342,3
343,1
344,4
345,5
346,3
347,1
348,4
349,3
350,3
351,2
352,2
353,3
354,0
355,3
356,3
357,3
358,4
359,4
360,0
361,5
362,0
363,4
364,5
365,1
366,0
367,0
368,1
369,5
370,2
371,4
372,2
373,2
374,1
375,0
376,3
377,3
378,5
379,3
380,0
381,5
382,4
383,4
384,2
385,2
386,3
387,4
388,0
389,3
390,0
391,5
392,3
393,2
394,1
395,5
396,3
397,5
398,5
399,0
400,3
401,2
402,3
403,2
404,5
405,3
406,3
407,0
408,4
409,3
410,3
411,4
412,4
413,3
414,3
415,2
416,1
417,3
418,3
419,3
420,3
421,0
422,3
423,0
424,1
425,1
426,5
427,4
428,0
429,4
430,1
431,3
432,4
433,0
434,5
435,4
436,2
437,3
438,5
439,3
440,2
441,4
442,0
443,3
444,2
445,5
446,2
447,3
448,1
449,0
450,4
451,1
452,2
453,0
454,4
455,0
456,4
457,4
458,1
459,0
460,4
461,2
462,1
463,0
464,3
465,2
466,1
467,1
468,3
469,5
470,4
471,1
472,4
473,3
474,0
475,0
476,3
477,0
478,5
479,3
480,3
481,2
482,1
483,1
484,1
485,2
486,1
487,5
488,1
489,5
490,2
491,2
492,2
493,1
494,1
495,3
496,0
497,0
498,4
499,4
500,4
501,0
502,3
503,2
504,3
505,5
506,4
507,3
508,5
509,1
510,4
511,5
512,5
513,1
514,3
515,4
516,4
517,1
518,1
519,4
520,5
521,0
522,3
523,2
524,3
525,3
526,3
527,2
528,4
529,1
530,2
531,5
532,0
533,3
534,2
535,4
536,3
537,3
538,5
539,2
540,4
541,1
542,1
543,4
544,5
545,3
546,5
547,0
548,3
549,1
550,1
551,2
552,4
553,2
554,5
555,2
556,1
557,1
558,3
559,1
560,5
561,4
562,2
563,5
564,0
565,0
566,1
567,2
568,5
569,4
570,1
571,3
572,1
573,1
574,5
575,1
576,4
577,0
578,4
579,4
580,3
581,3
582,4
583,3
584,5
585,4
586,0
587,0
588,5
589,1
590,0
591,3
592,0
593,3
594,4
595,1
596,3
597,4
598,0
599,2
600,1
601,0
602,3
603,2
604,1
605,0
606,2
607,5
608,2
609,5
610,3
611,0
612,3
613,4
614,2
615,3
616,2
617,2
618,4
619,2
620,0
621,1
622,4
623,0
624,0
625,0
626,4
627,4
628,0
629,0
630,2
631,0
632,0
633,0
634,1
635,0
636,2
637,3
638,0
639,1
640,2
641,0
642,5
643,2
644,3
645,5
646,4
647,5
648,5
649,5
650,0
651,4
652,4
653,4
654,0
655,2
656,4
657,4
658,5
659,0
660,4
661,0
662,1
663,4
664,2
665,3
666,3
667,2
668,4
669,2
670,3
671,4
672,3
673,1
674,1
675,3
676,4
677,4
678,4
679,0
680,4
681,2
682,0
683,1
684,2
685,0
686,4
687,3
688,5
689,3
690,5
691,5
692,4
693,2
694,5
695,1
696,3
697,2
698,5
699,0
700,0
701,4
702,3
703,5
704,2
705,3
706,5
707,0
708,3
709,2
710,4
711,4
712,4
713,5
714,0
715,2
716,5
717,4
718,5
719,3
720,1
721,2
722,0
723,1
724,2
725,1
726,0
727,3
728,3
729,3
730,3
731,5
732,4
733,0
734,0
735,0
736,3
737,0
738,3
739,3
740,3
741,5
742,3
743,0
744,0
745,5
746,1
747,1
748,0
749,4
750,2
751,1
752,4
753,0
754,1
755,5
756,1
757,5
758,4
759,4
760,2
761,1
762,4
763,0
764,5
765,0
766,0
767,4
768,2
769,5
770,3
771,0
772,3
773,3
774,2
775,3
776,3
777,0
778,0
779,2
780,0
781,0
782,3
783,2
784,4
785,3
786,2
787,0
788,2
789,5
790,1
791,1
792,0
793,2
794,5
795,5
796,3
797,3
798,4
799,0
800,3
801,1
802,0
803,3
804,2
805,0
806,2
807,3
808,3
809,5
810,5
811,1
812,4
813,1
814,3
815,0
816,0
817,2
818,2
819,4
820,3
821,4
822,2
823,4
824,1
825,5
826,4
827,2
828,2
829,0
830,2
831,4
832,3
833,3
834,3
835,3
836,4
837,3
838,3
839,4
840,3
841,4
842,5
843,4
844,3
845,0
846,3
847,1
848,3
849,0
850,5
851,3
852,3
853,3
854,0
855,1
856,0
857,1
858,4
859,0
860,4
861,4
862,1
863,1
864,5
865,4
866,2
867,3
868,1
869,3
870,4
871,2
872,1
873,0
874,0
875,2
876,1
877,2
878,1
879,5
880,0
881,4
882,0
883,0
884,4
885,2
886,5
887,0
888,3
889,3
890,4
891,1
892,4
893,1
894,3
895,3
896,2
897,2
898,5
899,2
900,5
901,3
902,4
903,2
904,2
905,2
906,4
907,0
908,3
909,3
910,2
911,2
912,4
913,0
914,3
915,2
916,4
917,1
918,4
919,3
920,2
921,3
922,2
923,0
924,3
925,3
926,5
927,4
928,2
929,3
930,2
931,3
932,3
933,3
934,5
935,3
936,4
937,0
938,2
939,4
940,5
941,1
942,5
943,0
944,3
945,4
946,2
947,5
948,3
949,0
950,3
951,0
952,0
953,4
954,0
955,2
956,5
957,3
958,4
959,4
960,2
961,5
962,1
963,0
964,4
965,1
966,0
967,1
968,1
969,2
970,0
971,3
972,0
973,3
974,1
975,3
976,0
977,2
978,1
979,2
980,4
981,5
982,4
983,4
984,1
985,3
986,0
987,5
988,2
989,0
990,3
991,2
992,1
993,1
994,1
995,2
996,4
997,4
998,3
999,3
1000,4
1001,3
1002,2
1003,2
1004,1
1005,2
1006,1
1007,0
1008,2
1009,2
1010,3
1011,3
1012,5
1013,5
1014,2
1015,3
1016,0
1017,5
1018,3
1019,4
1020,3
1021,1
1022,1
1023,0
1024,2
1025,2
1026,4
1027,4
1028,0
1029,3
1030,4
1031,4
1032,3
1033,2
1034,1
1035,5
1036,4
1037,3
1038,1
1039,4
1040,4
1041,5
1042,3
1043,4
1044,4
1045,4
1046,2
1047,3
1048,3
1049,4
1050,1
1051,1
1052,1
1053,0
1054,3
1055,1
1056,1
1057,2
1058,3
1059,1
1060,0
1061,0
1062,1
1063,2
1064,2
1065,5
1066,2
1067,3
1068,4
1069,3
1070,0
1071,3
1072,4
1073,2
1074,4
1075,4
1076,1
1077,0
1078,4
1079,5
1080,4
1081,0
1082,3
1083,5
1084,3
1085,4
1086,2
1087,2
1088,1
1089,3
1090,1
1091,4
1092,5
1093,4
1094,3
1095,2
1096,3
1097,4
1098,3
1099,5
1100,1
1101,3
1102,5
1103,5
1104,4
1105,2
1106,1
1107,3
1108,0
1109,3
1110,5
1111,1
1112,4
1113,3
1114,0
1115,0
1116,0
1117,4
1118,3
1119,4
1120,4
1121,1
1122,3
1123,5
1124,4
1125,1
1126,0
1127,3
1128,1
1129,0
1130,2
1131,2
1132,0
1133,3
1134,2
1135,3
1136,4
1137,0
1138,3
1139,4
1140,1
1141,1
1142,2
1143,0
1144,0
1145,4
1146,5
1147,5
1148,3
1149,4
1150,2
1151,4
1152,3
1153,0
1154,2
1155,0
1156,4
1157,0
1158,1
1159,3
1160,2
1161,5
1162,0
1163,3
1164,1
1165,1
1166,4
1167,3
1168,3
1169,2
1170,4
1171,0
1172,3
1173,5
1174,4
1175,3
1176,3
1177,4
1178,0
1179,0
1180,2
1181,0
1182,5
1183,0
1184,0
1185,2
1186,4
1187,0
1188,1
1189,4
1190,5
1191,0
1192,3
1193,4
1194,4
1195,0
1196,0
1197,4
1198,3
1199,0
1200,5
1201,3
1202,1
1203,4
1204,4
1205,2
1206,5
1207,4
1208,2
1209,3
1210,3
1211,2
1212,0
1213,0
1214,5
1215,3
1216,3
1217,0
1218,2
1219,5
1220,0
1221,2
1222,3
1223,1
1224,1
1225,1
1226,5
1227,0
1228,3
1229,3
1230,2
1231,3
1232,5
1233,1
1234,3
1235,3
1236,5
1237,1
1238,3
1239,1
1240,1
1241,1
1242,3
1243,3
1244,3
1245,2
1246,2
1247,3
1248,5
1249,1
1250,1
1251,3
1252,5
1253,1
1254,5
1255,4
1256,3
1257,0
1258,2
1259,3
1260,2
1261,3
1262,1
1263,0
1264,5
1265,1
1266,5
1267,4
1268,2
1269,1
1270,2
1271,5
1272,0
1273,0
1274,5
1275,3
1276,4
1277,3
1278,3
1279,3
1280,4
1281,2
1282,2
1283,3
1284,0
1285,0
1286,1
1287,3
1288,5
1289,2
1290,4
1291,4
1292,3
1293,0
1294,1
1295,4
1296,4
1297,1
1298,3
1299,5
1300,0
1301,2
1302,4
1303,1
1304,2
1305,0
1306,0
1307,4
1308,2
1309,0
1310,0
1311,2
1312,1
1313,1
1314,3
1315,5
1316,1
1317,4
1318,4
1319,5
1320,0
1321,0
1322,1
1323,4
1324,0
1325,4
1326,5
1327,1
1328,4
1329,4
1330,0
1331,2
1332,0
1333,3
1334,4
1335,3
1336,2
1337,2
1338,1
1339,2
1340,0
1341,4
1342,2
1343,4
1344,4
1345,3
1346,3
1347,1
1348,4
1349,4
1350,4
1351,4
1352,5
1353,4
1354,2
1355,5
1356,5
1357,2
1358,3
1359,1
1360,5
1361,0
1362,1
1363,0
1364,0
1365,4
1366,4
1367,4
1368,3
1369,3
1370,3
1371,2
1372,4
1373,1
1374,0
1375,3
1376,1
1377,1
1378,5
1379,3
1380,5
1381,4
1382,4
1383,3
1384,4
1385,0
1386,4
1387,1
1388,5
1389,5
1390,1
1391,2
1392,1
1393,2
1394,4
1395,5
1396,3
1397,5
1398,4
1399,1
1400,1
1401,5
1402,1
1403,5
1404,2
1405,0
1406,4
1407,3
1408,1
1409,2
1410,4
1411,1
1412,5
1413,5
1414,5
1415,0
1416,2
1417,0
1418,2
1419,3
1420,0
1421,4
1422,2
1423,0
1424,0
1425,1
1426,2
1427,0
1428,0
1429,4
1430,0
1431,3
1432,3
1433,3
1434,3
1435,2
