id,emotion
583,other
584,other
585,other
586,other
587,other
588,other
589,other
590,other
591,other
592,other
593,other
594,other
595,other
596,other
597,other
598,other
599,other
600,other
601,other
602,other
603,other
604,other
605,other
606,other
607,other
608,other
609,other
610,other
611,other
612,other
613,other
614,other
615,other
616,other
617,other
618,other
619,other
620,other
621,other
622,other
623,other
624,other
625,other
626,other
627,other
628,other
629,other
630,other
631,other
632,other
633,other
634,other
635,other
636,other
637,other
638,other
639,other
640,other
641,other
642,other
643,other
644,other
645,other
646,other
647,other
648,other
649,other
650,other
651,other
652,other
653,other
654,other
655,other
656,other
657,other
658,other
659,other
660,other
661,other
662,other
663,other
664,other
665,other
666,other
667,other
668,other
669,other
670,other
671,other
672,other
673,other
674,other
675,other
676,other
677,other
678,other
679,other
680,other
681,other
682,other
683,other
684,other
685,other
686,other
687,other
688,other
689,other
690,other
691,other
692,other
693,other
694,other
695,other
696,other
697,other
698,other
699,other
700,other
701,other
702,other
703,other
704,other
705,other
706,other
707,other
708,other
709,other
710,other
711,other
712,other
713,other
714,other
715,other
716,other
717,other
718,other
719,other
720,other
721,other
722,other
723,other
724,other
725,other
726,other
727,other
728,other
729,other
730,other
731,other
732,other
733,other
734,other
735,other
736,other
737,other
738,other
739,other
740,other
741,other
742,other
743,other
744,other
745,other
746,other
747,other
748,other
749,other
750,other
751,other
752,other
753,other
754,other
755,other
756,other
757,other
758,other
759,other
760,other
761,other
762,other
763,other
764,other
765,other
766,other
767,other
768,other
769,other
770,other
771,other
772,other
773,other
774,other
775,other
776,other
777,other
778,other
779,other
780,other
781,other
782,other
783,other
784,other
785,other
786,other
787,other
788,other
789,other
790,other
791,other
792,other
793,other
794,other
795,other
796,other
797,other
798,other
799,other
800,other
801,other
802,other
803,other
804,other
805,other
806,other
807,other
808,other
809,other
810,other
811,other
812,other
813,other
814,other
815,other
816,other
817,other
818,other
819,other
820,other
821,other
822,other
823,other
824,other
825,other
826,other
827,other
828,other
829,other
830,other
831,other
832,other
833,other
834,other
835,other
836,other
837,other
838,other
839,other
840,other
841,other
842,other
843,other
844,other
845,other
846,other
847,other
848,other
849,other
850,other
851,other
852,other
853,other
854,other
855,other
856,other
857,other
858,other
859,other
860,other
861,other
862,other
863,other
864,other
865,other
866,other
867,other
868,other
869,other
870,other
871,other
872,other
873,other
874,other
875,other
876,other
877,other
878,other
879,other
880,other
881,other
882,other
883,other
884,other
885,other
886,other
887,other
888,other
889,other
890,other
891,other
892,other
893,other
894,other
895,other
896,other
897,other
898,other
899,other
900,other
901,other
902,other
903,other
904,other
905,other
906,other
907,other
908,other
909,other
910,other
911,other
912,other
913,other
914,other
915,other
916,other
917,other
918,other
919,other
920,other
921,other
922,other
923,other
924,other
925,other
926,other
927,other
928,other
929,other
930,other
931,other
932,other
933,other
934,other
935,other
936,other
937,other
938,other
939,other
940,other
941,other
942,other
943,other
944,other
945,other
946,other
947,other
948,other
949,other
950,other
951,other
952,other
953,other
954,other
955,other
956,other
957,other
958,other
959,other
960,other
961,other
962,other
963,other
964,other
965,other
966,other
967,other
968,other
969,other
970,other
971,other
972,other
973,other
974,other
975,other
976,other
977,other
978,other
979,other
980,other
981,other
982,other
983,other
984,other
985,other
986,other
987,other
988,other
989,other
990,other
991,other
992,other
993,other
994,other
995,other
996,other
997,other
998,other
999,other
1000,other
1001,other
1002,other
1003,other
1004,other
1005,other
1006,other
1007,other
1008,other
1009,other
1010,other
1011,other
1012,other
1013,other
1014,other
1015,other
1016,other
1017,other
1018,other
1019,other
1020,other
1021,other
1022,other
1023,other
1024,other
1025,other
1026,other
1027,other
1028,other
1029,other
1030,other
1031,other
1032,other
1033,other
1034,other
1035,other
1036,other
1037,other
1038,other
1039,other
1040,other
1041,other
1042,other
1043,other
1044,other
1045,other
1046,other
1047,other
1048,other
1049,other
1050,other
1051,other
1052,other
1053,other
1054,other
1055,other
1056,other
1057,other
1058,other
1059,other
1060,other
1061,other
1062,other
1063,other
1064,other
1065,other
1066,other
1067,other
1068,other
1069,other
1070,other
1071,other
1072,other
1073,other
1074,other
1075,other
1076,other
1077,other
1078,other
1079,other
1080,other
1081,other
1082,other
1083,other
1084,other
1085,other
1086,other
1087,other
1088,other
1089,other
1090,other
1091,other
1092,other
1093,other
1094,other
1095,other
1096,other
1097,other
1098,other
1099,other
1100,other
1101,other
1102,other
1103,other
1104,other
1105,other
1106,other
1107,other
1108,other
1109,other
1110,other
1111,other
1112,other
1113,other
1114,other
1115,other
1116,other
1117,other
1118,other
1119,other
1120,other
1121,other
1122,other
1123,other
1124,other
1125,other
1126,other
1127,other
1128,other
1129,other
1130,other
1131,other
1132,other
1133,other
1134,other
1135,other
1136,other
1137,other
1138,other
1139,other
1140,other
1141,other
1142,other
1143,other
1144,other
1145,other
1146,other
1147,other
1148,other
1149,other
1150,other
1151,other
1152,other
1153,other
1154,other
1155,other
1156,other
1157,other
1158,other
1159,other
1160,other
1161,other
1162,other
1163,other
1164,other
1165,other
1166,other
1167,other
1168,other
1169,other
1170,other
1171,other
1172,other
1173,other
1174,other
1175,other
1176,other
1177,other
1178,other
1179,other
1180,other
1181,other
1182,other
1183,other
1184,other
1185,other
1186,other
1187,other
1188,other
1189,other
1190,other
1191,other
1192,other
1193,other
1194,other
1195,other
1196,other
1197,other
1198,other
1199,other
1200,other
1201,other
1202,other
1203,other
1204,other
1205,other
1206,other
1207,other
1208,other
1209,other
1210,other
1211,other
1212,other
1213,other
1214,other
1215,other
1216,other
1217,other
1218,other
1219,other
1220,other
1221,other
1222,other
1223,other
1224,other
1225,other
1226,other
1227,other
1228,other
1229,other
1230,other
1231,other
1232,other
1233,other
1234,other
1235,other
1236,other
1237,other
1238,other
1239,other
1240,other
1241,other
1242,other
1243,other
1244,other
1245,other
1246,other
1247,other
1248,other
1249,other
1250,other
1251,other
1252,other
1253,other
1254,other
1255,other
1256,other
1257,other
1258,other
1259,other
1260,other
1261,other
1262,other
1263,other
1264,other
1265,other
1266,other
1267,other
1268,other
1269,other
1270,other
1271,other
1272,other
1273,other
1274,other
1275,other
1276,other
1277,other
1278,other
1279,other
1280,other
1281,other
1282,other
1283,other
1284,other
1285,other
1286,other
1287,other
1288,other
1289,other
1290,other
1291,other
1292,other
1293,other
1294,other
1295,other
1296,other
1297,other
1298,other
1299,other
1300,other
1301,other
1302,other
1303,other
1304,other
1305,other
1306,other
1307,other
1308,other
1309,other
1310,other
1311,other
1312,other
1313,other
1314,other
1315,other
1316,other
1317,other
1318,other
1319,other
1320,other
1321,other
1322,other
1323,other
1324,other
1325,other
1326,other
1327,other
1328,other
1329,other
1330,other
1331,other
1332,other
1333,other
1334,other
1335,other
1336,other
1337,other
1338,other
1339,other
1340,other
1341,other
1342,other
1343,other
1344,other
1345,other
1346,other
1347,other
1348,other
1349,other
1350,other
1351,other
1352,other
1353,other
1354,other
1355,other
1356,other
1357,other
1358,other
1359,other
1360,other
1361,other
1362,other
1363,other
1364,other
1365,other
1366,other
1367,other
1368,other
1369,other
1370,other
1371,other
1372,other
1373,other
1374,other
1375,other
1376,other
1377,other
1378,other
1379,other
1380,other
1381,other
1382,other
1383,other
1384,other
1385,other
1386,other
1387,other
1388,other
1389,other
1390,other
1391,other
1392,other
1393,other
1394,other
1395,other
1396,other
1397,other
1398,other
1399,other
1400,other
1401,other
1402,other
1403,other
1404,other
1405,other
1406,other
1407,other
1408,other
1409,other
1410,other
1411,other
1412,other
1413,other
1414,other
1415,other
1416,other
1417,other
1418,other
1419,other
1420,other
1421,other
1422,other
1423,other
1424,other
1425,other
1426,other
1427,other
1428,other
1429,other
1430,other
1431,other
1432,other
1433,other
1434,other
1435,other
